ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Furnished_Status,Floor_No,Total_Floors,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,Good_Investment,Property_Age
214996,Uttarakhand,Dehradun,Locality_392,Villa,2,508,29.71,5848.425196850394,Semi-furnished,2,2,9,6,Low,Yes,No,"Clubhouse, Garden, Pool, Playground",East,Builder,Ready_to_Move,1,2
235014,Uttar Pradesh,Noida,Locality_317,Villa,5,539,30.76,5706.864564007421,Unfurnished,28,5,8,4,High,No,Yes,"Garden, Clubhouse",East,Builder,Ready_to_Move,1,33
84508,Assam,Guwahati,Locality_185,Apartment,4,3508,339.69,9683.295324971494,Furnished,9,26,6,2,High,No,Yes,"Clubhouse, Garden",West,Owner,Under_Construction,0,30
129672,Andhra Pradesh,Vishakhapatnam,Locality_289,Independent House,3,798,181.06,22689.22305764411,Semi-furnished,12,27,4,4,High,No,No,"Playground, Clubhouse, Gym, Garden, Pool",West,Builder,Ready_to_Move,0,16
58023,Uttar Pradesh,Lucknow,Locality_405,Apartment,5,3028,223.37,7376.816380449141,Unfurnished,2,23,1,9,High,No,No,Clubhouse,North,Builder,Ready_to_Move,1,22
139377,Madhya Pradesh,Indore,Locality_52,Apartment,1,2526,153.08,6060.174188440223,Unfurnished,27,11,6,8,Low,No,Yes,"Garden, Clubhouse, Playground, Pool, Gym",West,Owner,Under_Construction,1,12
113717,Karnataka,Mysore,Locality_164,Apartment,4,2414,42.46,1758.9063794531896,Furnished,3,10,7,7,High,Yes,No,"Garden, Playground, Gym, Clubhouse",East,Owner,Under_Construction,1,7
74365,Uttarakhand,Haridwar,Locality_302,Apartment,2,2694,284.31,10553.452115812917,Semi-furnished,18,8,10,8,High,Yes,No,"Pool, Gym",West,Broker,Under_Construction,0,33
6379,Chhattisgarh,Raipur,Locality_107,Independent House,3,3590,261.14,7274.0947075208915,Unfurnished,18,23,4,6,High,No,No,"Garden, Pool, Playground, Gym, Clubhouse",North,Builder,Ready_to_Move,1,32
168727,Jharkhand,Ranchi,Locality_25,Villa,1,1217,373.69,30705.83401807724,Furnished,20,19,6,1,Medium,No,No,"Garden, Clubhouse, Gym, Playground, Pool",South,Broker,Ready_to_Move,0,27
138727,Kerala,Trivandrum,Locality_298,Apartment,3,1152,267.45,23216.145833333332,Semi-furnished,20,27,7,2,Low,No,Yes,"Clubhouse, Gym, Playground, Garden",North,Broker,Ready_to_Move,0,33
22012,Tamil Nadu,Chennai,Locality_381,Villa,1,3091,71.5,2313.1672597864767,Unfurnished,21,9,2,6,Low,No,No,"Gym, Pool, Garden, Clubhouse, Playground",West,Builder,Under_Construction,1,6
206982,Madhya Pradesh,Indore,Locality_6,Independent House,2,1770,363.7,20548.022598870055,Semi-furnished,21,15,10,1,Low,No,Yes,"Gym, Clubhouse",East,Broker,Ready_to_Move,0,31
214594,Gujarat,Surat,Locality_50,Villa,3,3005,316.01,10516.139767054909,Unfurnished,13,14,4,8,Medium,No,No,"Clubhouse, Garden, Playground",East,Owner,Under_Construction,0,28
204116,Madhya Pradesh,Bhopal,Locality_292,Independent House,2,4030,238.65,5921.836228287842,Semi-furnished,17,6,8,6,Low,Yes,No,"Gym, Pool, Clubhouse, Playground",South,Owner,Ready_to_Move,1,25
2373,Tamil Nadu,Coimbatore,Locality_132,Independent House,3,2994,480.98,16064.796259185037,Unfurnished,15,8,2,6,High,Yes,Yes,"Playground, Clubhouse, Gym",North,Broker,Under_Construction,0,29
1302,Tamil Nadu,Chennai,Locality_434,Villa,2,1680,441.54,26282.14285714286,Unfurnished,6,16,1,1,Low,No,Yes,"Pool, Clubhouse, Garden",East,Owner,Under_Construction,0,6
118351,Rajasthan,Jodhpur,Locality_35,Independent House,4,1624,95.12,5857.142857142857,Semi-furnished,1,8,8,7,High,No,Yes,"Clubhouse, Pool",East,Owner,Under_Construction,1,25
213579,Telangana,Hyderabad,Locality_393,Villa,3,806,150.68,18694.789081885858,Semi-furnished,2,1,9,2,Medium,No,No,"Pool, Clubhouse, Gym, Garden",North,Builder,Ready_to_Move,0,35
21554,Uttarakhand,Haridwar,Locality_131,Apartment,2,1987,376.85,18965.77755410166,Semi-furnished,11,26,10,10,Low,Yes,No,"Pool, Gym, Garden",North,Builder,Ready_to_Move,0,29
43599,Maharashtra,Mumbai,Locality_268,Apartment,2,2355,389.73,16549.04458598726,Unfurnished,4,9,8,8,High,No,No,"Playground, Clubhouse, Garden, Pool",North,Owner,Under_Construction,0,26
173759,Uttarakhand,Haridwar,Locality_218,Independent House,4,1690,143.85,8511.834319526628,Furnished,23,6,8,3,High,No,No,Clubhouse,West,Owner,Ready_to_Move,1,12
227454,West Bengal,Durgapur,Locality_320,Apartment,2,1037,130.61,12594.985535197688,Unfurnished,17,13,5,4,Medium,No,Yes,"Clubhouse, Playground, Garden, Gym, Pool",West,Broker,Ready_to_Move,0,26
144305,Haryana,Gurgaon,Locality_108,Apartment,1,1784,361.23,20248.318385650226,Unfurnished,24,5,2,4,High,Yes,Yes,"Playground, Pool",North,Broker,Under_Construction,0,29
45513,Jharkhand,Jamshedpur,Locality_238,Villa,1,3864,420.63,10885.869565217392,Furnished,27,7,9,5,High,No,Yes,"Garden, Gym, Pool",West,Owner,Under_Construction,0,25
196159,Punjab,Ludhiana,Locality_155,Independent House,2,2703,223.84,8281.169071402146,Semi-furnished,22,17,4,4,High,No,No,"Clubhouse, Garden, Playground",South,Owner,Under_Construction,1,8
132454,Assam,Silchar,Locality_457,Villa,3,2462,224.48,9117.790414297318,Semi-furnished,4,12,9,4,Low,No,No,"Pool, Gym",East,Builder,Ready_to_Move,1,20
179047,Uttarakhand,Haridwar,Locality_144,Independent House,3,3061,454.2,14838.28814113035,Furnished,10,19,1,8,High,Yes,Yes,Garden,West,Owner,Ready_to_Move,0,14
166614,Bihar,Patna,Locality_299,Apartment,5,1238,265.64,21457.18901453958,Furnished,6,3,7,1,Medium,Yes,No,"Clubhouse, Garden, Gym, Playground, Pool",East,Builder,Under_Construction,0,27
139013,Haryana,Gurgaon,Locality_215,Apartment,3,2081,321.85,15466.122056703509,Furnished,14,26,7,7,High,No,No,"Playground, Garden, Clubhouse, Gym",South,Owner,Under_Construction,0,14
128160,Maharashtra,Mumbai,Locality_146,Apartment,4,1271,137.76,10838.709677419354,Furnished,9,3,8,1,High,Yes,No,"Pool, Garden, Clubhouse, Gym",North,Owner,Under_Construction,0,28
103408,Bihar,Patna,Locality_344,Villa,2,4868,187.36,3848.808545603944,Unfurnished,0,11,4,6,High,No,Yes,Playground,North,Broker,Ready_to_Move,1,21
231990,Bihar,Gaya,Locality_8,Villa,2,2070,179.75,8683.574879227053,Unfurnished,14,5,10,10,Low,Yes,No,"Clubhouse, Playground, Gym",West,Owner,Ready_to_Move,1,14
36235,Uttar Pradesh,Noida,Locality_388,Apartment,4,4573,211.22,4618.849770391428,Furnished,13,25,6,8,High,No,No,"Pool, Gym",South,Owner,Under_Construction,1,32
120814,Telangana,Hyderabad,Locality_238,Villa,1,2612,374.1,14322.358346094947,Furnished,27,18,3,6,Low,No,Yes,Playground,North,Broker,Ready_to_Move,0,14
153330,Uttar Pradesh,Lucknow,Locality_103,Apartment,2,4511,107.19,2376.1915318111282,Furnished,29,24,3,2,Medium,Yes,Yes,"Garden, Gym, Pool",West,Builder,Under_Construction,1,29
215787,Maharashtra,Mumbai,Locality_102,Villa,3,4742,193.0,4070.0126528890764,Unfurnished,9,14,4,10,High,Yes,Yes,"Pool, Clubhouse",South,Broker,Under_Construction,1,14
75283,Jharkhand,Jamshedpur,Locality_47,Apartment,2,2287,186.1,8137.297770004373,Unfurnished,5,12,9,9,High,No,Yes,"Gym, Clubhouse, Pool",East,Builder,Under_Construction,1,10
201434,Uttar Pradesh,Lucknow,Locality_207,Villa,3,3985,253.87,6370.6398996235885,Furnished,9,17,4,9,Medium,No,No,"Clubhouse, Garden, Gym, Pool",North,Builder,Ready_to_Move,1,21
10622,Tamil Nadu,Coimbatore,Locality_327,Independent House,5,1714,119.75,6986.581096849475,Unfurnished,20,25,10,10,Low,Yes,Yes,"Clubhouse, Garden, Gym",South,Owner,Under_Construction,1,29
201440,Delhi,New Delhi,Locality_77,Independent House,5,4534,264.9,5842.523158359064,Furnished,22,23,4,1,Medium,No,Yes,Clubhouse,East,Builder,Ready_to_Move,1,29
246402,Gujarat,Surat,Locality_190,Independent House,2,2840,104.91,3694.0140845070423,Furnished,27,23,9,5,Low,Yes,Yes,"Clubhouse, Playground, Pool, Gym",North,Broker,Under_Construction,1,8
28634,Bihar,Gaya,Locality_321,Villa,2,4339,160.87,3707.5362986863333,Unfurnished,10,27,8,10,Medium,No,No,"Pool, Gym",East,Owner,Under_Construction,1,25
83146,Bihar,Patna,Locality_227,Apartment,5,3770,132.52,3515.119363395226,Semi-furnished,3,18,1,3,High,No,Yes,"Playground, Pool, Clubhouse, Garden, Gym",North,Broker,Under_Construction,1,6
162278,Uttar Pradesh,Lucknow,Locality_493,Independent House,3,2815,14.01,497.69094138543517,Unfurnished,14,10,4,9,Medium,No,Yes,"Gym, Pool, Playground, Clubhouse, Garden",South,Owner,Under_Construction,1,22
49336,Chhattisgarh,Bilaspur,Locality_145,Apartment,5,4553,111.87,2457.0612782780586,Semi-furnished,20,15,1,9,Medium,No,No,"Gym, Playground, Pool, Clubhouse, Garden",North,Owner,Under_Construction,1,25
154032,Uttar Pradesh,Lucknow,Locality_318,Independent House,4,1680,18.97,1129.1666666666667,Semi-furnished,22,24,3,9,High,Yes,Yes,"Pool, Gym, Garden",West,Broker,Ready_to_Move,1,16
63961,West Bengal,Kolkata,Locality_228,Apartment,5,4482,137.48,3067.3806336456933,Semi-furnished,29,18,4,3,Medium,No,No,"Gym, Playground, Pool, Garden",South,Broker,Under_Construction,1,18
141439,Uttarakhand,Dehradun,Locality_5,Independent House,2,1442,319.05,22125.520110957004,Unfurnished,0,21,5,1,Low,Yes,No,"Playground, Pool",West,Builder,Under_Construction,0,13
228219,Maharashtra,Nagpur,Locality_52,Villa,3,3393,397.57,11717.359269083407,Furnished,4,10,8,9,Low,Yes,No,"Playground, Gym, Clubhouse",East,Builder,Ready_to_Move,0,18
169579,Madhya Pradesh,Indore,Locality_161,Apartment,5,3120,240.7,7714.74358974359,Semi-furnished,18,10,5,3,Low,No,No,"Garden, Clubhouse, Gym, Playground",East,Broker,Ready_to_Move,1,12
59723,Uttar Pradesh,Noida,Locality_44,Independent House,2,1862,158.59,8517.1858216971,Semi-furnished,0,19,9,8,Medium,Yes,No,"Gym, Playground, Clubhouse",East,Builder,Under_Construction,1,25
39838,Delhi,Dwarka,Locality_90,Apartment,4,3020,400.96,13276.82119205298,Semi-furnished,22,23,8,5,Medium,No,Yes,"Playground, Garden, Pool, Gym",East,Builder,Under_Construction,0,35
229259,Andhra Pradesh,Vijayawada,Locality_464,Villa,2,3010,134.04,4453.156146179402,Semi-furnished,16,5,6,9,High,Yes,No,Clubhouse,South,Owner,Under_Construction,1,22
7661,Gujarat,Surat,Locality_236,Independent House,2,1483,262.69,17713.41874578557,Furnished,14,6,3,10,Low,Yes,Yes,"Playground, Gym, Pool, Clubhouse, Garden",North,Owner,Under_Construction,0,5
118791,Chhattisgarh,Bilaspur,Locality_127,Independent House,5,4805,82.25,1711.7585848074923,Furnished,3,28,4,7,High,No,Yes,Pool,West,Broker,Ready_to_Move,1,9
59079,Uttar Pradesh,Noida,Locality_204,Apartment,2,2512,154.45,6148.487261146496,Unfurnished,6,17,3,9,High,No,Yes,Clubhouse,West,Broker,Under_Construction,1,21
141044,Bihar,Gaya,Locality_394,Independent House,4,3939,47.56,1207.4130489972074,Unfurnished,13,30,3,5,Medium,Yes,No,Playground,East,Owner,Ready_to_Move,1,14
122197,Odisha,Cuttack,Locality_356,Apartment,3,2619,165.2,6307.75105001909,Furnished,12,4,9,4,High,No,No,"Clubhouse, Gym, Pool",North,Builder,Ready_to_Move,1,33
42253,Delhi,Dwarka,Locality_251,Apartment,2,2005,232.89,11615.461346633416,Unfurnished,1,10,2,8,Low,No,Yes,"Clubhouse, Playground, Garden, Pool",South,Owner,Under_Construction,0,6
81241,Bihar,Patna,Locality_221,Villa,3,2537,45.31,1785.967678360268,Unfurnished,5,25,10,7,Medium,No,No,Pool,South,Broker,Under_Construction,1,10
187470,Telangana,Warangal,Locality_238,Independent House,3,2252,317.67,14106.127886323267,Furnished,22,8,1,5,Medium,Yes,No,"Playground, Pool",North,Broker,Under_Construction,0,17
91204,Chhattisgarh,Bilaspur,Locality_354,Villa,1,2449,172.91,7060.432829726419,Semi-furnished,25,14,6,9,High,No,No,"Gym, Pool, Clubhouse",South,Owner,Ready_to_Move,1,27
230001,Odisha,Cuttack,Locality_19,Villa,1,3064,229.35,7485.313315926893,Furnished,27,4,3,1,Medium,Yes,No,"Pool, Clubhouse, Playground, Gym",South,Builder,Under_Construction,1,17
199926,Haryana,Faridabad,Locality_242,Apartment,4,4909,261.32,5323.283764514158,Furnished,5,24,6,8,Medium,No,No,Playground,South,Builder,Ready_to_Move,1,33
112309,Maharashtra,Pune,Locality_77,Villa,2,3765,241.22,6406.905710491368,Semi-furnished,16,30,3,10,Low,Yes,No,Gym,South,Owner,Ready_to_Move,1,6
161886,Uttar Pradesh,Lucknow,Locality_475,Apartment,3,4748,391.02,8235.467565290648,Semi-furnished,20,6,5,10,High,No,No,"Gym, Clubhouse",North,Broker,Under_Construction,1,19
58127,Punjab,Ludhiana,Locality_325,Villa,3,1638,371.26,22665.445665445666,Unfurnished,13,13,6,2,Medium,Yes,No,"Pool, Gym",North,Broker,Ready_to_Move,0,12
163275,Assam,Silchar,Locality_151,Independent House,5,4018,314.13,7818.06869089099,Semi-furnished,7,24,5,6,Low,Yes,Yes,Garden,North,Builder,Under_Construction,1,20
59302,Gujarat,Ahmedabad,Locality_252,Independent House,5,1075,100.49,9347.906976744185,Furnished,5,15,8,9,Low,Yes,No,Playground,North,Broker,Under_Construction,1,30
48853,Uttarakhand,Haridwar,Locality_82,Villa,2,2545,477.22,18751.277013752457,Furnished,9,18,2,7,Medium,No,Yes,"Pool, Garden, Playground",East,Broker,Ready_to_Move,0,25
126002,Uttar Pradesh,Lucknow,Locality_25,Independent House,3,4797,264.6,5515.9474671669805,Furnished,4,1,6,8,High,Yes,No,"Pool, Clubhouse, Garden, Gym, Playground",West,Builder,Ready_to_Move,1,27
183058,Uttar Pradesh,Lucknow,Locality_180,Independent House,2,4865,458.54,9425.282631038026,Semi-furnished,0,4,3,8,Low,Yes,No,"Playground, Pool",South,Broker,Under_Construction,1,23
27755,Uttarakhand,Dehradun,Locality_493,Independent House,3,849,203.66,23988.221436984688,Furnished,23,10,1,6,High,Yes,No,"Playground, Garden, Clubhouse, Pool",North,Broker,Ready_to_Move,0,32
213918,Odisha,Bhubaneswar,Locality_189,Independent House,5,1190,238.54,20045.378151260506,Semi-furnished,24,20,10,10,Medium,No,Yes,"Gym, Clubhouse, Garden",South,Builder,Under_Construction,0,33
34071,Kerala,Trivandrum,Locality_387,Villa,3,1857,133.61,7194.938072159398,Unfurnished,21,16,2,3,Medium,Yes,Yes,"Pool, Clubhouse, Gym",South,Broker,Ready_to_Move,1,34
220597,Odisha,Bhubaneswar,Locality_222,Independent House,4,3700,243.47,6580.27027027027,Semi-furnished,16,9,5,4,Medium,No,Yes,Clubhouse,East,Builder,Under_Construction,1,17
49381,Telangana,Warangal,Locality_22,Apartment,5,3169,167.49,5285.263490059956,Semi-furnished,30,16,8,6,Low,Yes,Yes,"Clubhouse, Gym, Playground, Garden, Pool",East,Broker,Ready_to_Move,1,14
195179,Jharkhand,Jamshedpur,Locality_186,Apartment,1,3635,152.93,4207.152682255846,Semi-furnished,0,25,5,1,Medium,No,Yes,"Garden, Pool, Gym, Clubhouse, Playground",North,Builder,Ready_to_Move,1,5
224205,Karnataka,Mysore,Locality_132,Apartment,2,3435,371.29,10809.024745269287,Furnished,19,14,9,8,Low,Yes,No,"Garden, Clubhouse, Gym, Playground",East,Owner,Ready_to_Move,0,33
52138,Haryana,Gurgaon,Locality_10,Independent House,2,3593,28.9,804.3417756749235,Semi-furnished,16,25,6,3,High,No,No,Garden,East,Broker,Under_Construction,1,22
92589,Rajasthan,Jaipur,Locality_142,Independent House,3,4070,480.53,11806.633906633906,Unfurnished,4,12,3,1,High,Yes,Yes,"Playground, Pool, Gym, Garden, Clubhouse",West,Owner,Ready_to_Move,0,11
185325,Andhra Pradesh,Vishakhapatnam,Locality_284,Apartment,4,1418,192.84,13599.435825105782,Unfurnished,12,11,1,6,Medium,No,Yes,"Gym, Pool, Clubhouse, Garden",North,Owner,Ready_to_Move,0,28
21124,Madhya Pradesh,Bhopal,Locality_114,Villa,4,2961,344.17,11623.438027693346,Semi-furnished,2,24,9,8,Medium,Yes,Yes,"Playground, Clubhouse, Pool",West,Broker,Under_Construction,0,14
43857,Delhi,Dwarka,Locality_357,Apartment,2,594,115.21,19395.622895622895,Furnished,9,25,2,4,Medium,Yes,No,"Gym, Garden, Clubhouse",West,Builder,Ready_to_Move,0,14
228311,Andhra Pradesh,Vijayawada,Locality_491,Villa,5,740,68.61,9271.621621621622,Semi-furnished,17,17,3,6,High,Yes,Yes,"Gym, Playground, Clubhouse, Garden, Pool",East,Builder,Ready_to_Move,1,33
33550,Gujarat,Surat,Locality_172,Apartment,3,1810,24.24,1339.2265193370165,Unfurnished,26,6,4,10,High,No,Yes,"Playground, Garden, Pool, Gym, Clubhouse",West,Broker,Ready_to_Move,1,17
123164,Tamil Nadu,Chennai,Locality_376,Villa,2,1463,73.7,5037.5939849624065,Unfurnished,10,14,3,5,High,Yes,No,Gym,North,Builder,Under_Construction,1,30
13395,Kerala,Trivandrum,Locality_484,Independent House,3,4898,288.84,5897.100857492854,Semi-furnished,23,18,9,4,High,Yes,Yes,"Pool, Clubhouse, Playground, Garden",North,Builder,Under_Construction,1,6
241469,Telangana,Warangal,Locality_150,Villa,3,4951,371.99,7513.431629973743,Semi-furnished,21,16,9,9,High,Yes,Yes,"Clubhouse, Pool, Garden",South,Builder,Under_Construction,1,10
184950,West Bengal,Durgapur,Locality_91,Independent House,5,4189,481.59,11496.538553354023,Furnished,19,18,9,6,Low,No,Yes,"Playground, Clubhouse, Garden, Pool, Gym",East,Broker,Ready_to_Move,0,32
62497,West Bengal,Durgapur,Locality_64,Villa,2,1544,234.68,15199.481865284974,Semi-furnished,3,27,10,5,High,Yes,Yes,"Clubhouse, Garden",West,Broker,Ready_to_Move,0,25
45467,Punjab,Ludhiana,Locality_271,Apartment,3,1063,273.56,25734.713076199434,Unfurnished,21,20,7,6,Medium,Yes,Yes,"Garden, Playground, Gym, Clubhouse, Pool",East,Builder,Under_Construction,0,5
152685,Rajasthan,Jodhpur,Locality_216,Independent House,4,2287,375.93,16437.691298644513,Furnished,18,15,6,9,Low,Yes,No,"Gym, Garden, Pool, Playground",West,Builder,Under_Construction,0,19
21243,Tamil Nadu,Coimbatore,Locality_377,Independent House,4,1782,300.52,16864.197530864196,Semi-furnished,4,5,7,4,Low,Yes,Yes,"Playground, Pool, Garden",West,Owner,Ready_to_Move,0,24
52428,Andhra Pradesh,Vijayawada,Locality_396,Apartment,1,2043,413.48,20238.86441507587,Furnished,12,13,2,9,High,No,Yes,"Pool, Playground, Gym, Clubhouse",West,Broker,Ready_to_Move,0,25
192520,Rajasthan,Jodhpur,Locality_323,Independent House,1,1298,320.8,24714.946070878275,Unfurnished,1,17,9,2,Low,Yes,Yes,"Pool, Clubhouse, Playground, Gym, Garden",East,Broker,Ready_to_Move,0,34
122058,West Bengal,Durgapur,Locality_246,Independent House,2,4688,169.87,3623.5068259385666,Unfurnished,20,22,5,2,Low,No,No,"Gym, Garden, Pool, Clubhouse, Playground",West,Broker,Under_Construction,1,32
117311,Jharkhand,Ranchi,Locality_328,Apartment,4,1389,232.12,16711.30309575234,Semi-furnished,14,21,5,7,High,Yes,Yes,"Playground, Gym",South,Owner,Ready_to_Move,0,35
238710,Karnataka,Mysore,Locality_463,Independent House,4,1962,399.5,20361.875637104997,Semi-furnished,4,13,4,1,Low,No,No,Gym,South,Broker,Under_Construction,0,33
56382,Jharkhand,Ranchi,Locality_421,Independent House,5,2691,338.92,12594.574507617986,Furnished,7,29,1,2,Low,Yes,No,"Clubhouse, Pool",North,Owner,Ready_to_Move,0,23
142785,Bihar,Gaya,Locality_56,Independent House,5,3177,15.45,486.3078375826251,Semi-furnished,26,24,6,5,High,No,No,Playground,West,Owner,Under_Construction,1,17
75599,Karnataka,Mysore,Locality_67,Villa,1,2317,16.26,701.7695295640916,Unfurnished,7,2,1,3,High,No,No,"Garden, Pool, Playground, Gym, Clubhouse",North,Broker,Under_Construction,1,34
132894,Rajasthan,Jaipur,Locality_121,Villa,1,4009,135.67,3384.1356946869537,Furnished,13,12,1,6,Low,Yes,No,"Garden, Clubhouse",West,Broker,Ready_to_Move,1,2
156853,Chhattisgarh,Raipur,Locality_236,Independent House,4,3093,95.14,3075.978014872292,Unfurnished,16,9,8,2,Low,Yes,Yes,Playground,South,Broker,Under_Construction,1,13
10759,Punjab,Ludhiana,Locality_499,Independent House,3,2684,322.45,12013.785394932936,Furnished,21,1,4,7,Medium,No,No,"Pool, Clubhouse",East,Owner,Ready_to_Move,0,34
89159,Odisha,Cuttack,Locality_374,Apartment,1,959,173.69,18111.57455683003,Unfurnished,30,15,9,9,High,Yes,No,"Pool, Playground, Gym, Clubhouse, Garden",East,Broker,Ready_to_Move,0,15
114923,Bihar,Gaya,Locality_20,Apartment,3,2326,226.76,9748.925193465177,Semi-furnished,6,2,2,1,Medium,No,No,"Clubhouse, Gym, Playground",South,Owner,Ready_to_Move,0,22
3062,Assam,Silchar,Locality_417,Independent House,1,1855,253.86,13685.175202156333,Semi-furnished,9,5,5,7,High,No,No,"Playground, Pool, Gym, Clubhouse",North,Broker,Under_Construction,0,22
34145,Tamil Nadu,Chennai,Locality_419,Apartment,5,2051,38.19,1862.0185275475378,Furnished,0,26,3,10,Low,No,No,Playground,East,Owner,Under_Construction,1,19
118322,Tamil Nadu,Chennai,Locality_232,Villa,2,4018,420.77,10472.125435540069,Furnished,16,5,7,2,High,No,No,"Clubhouse, Playground, Garden, Pool",South,Builder,Under_Construction,0,4
168994,Telangana,Hyderabad,Locality_198,Apartment,4,4536,414.8,9144.620811287477,Semi-furnished,6,3,10,6,Low,Yes,No,Gym,East,Broker,Under_Construction,1,21
47315,Madhya Pradesh,Indore,Locality_145,Villa,3,2685,260.69,9709.124767225327,Furnished,13,6,2,1,High,Yes,No,Pool,West,Owner,Ready_to_Move,0,21
133978,Kerala,Trivandrum,Locality_232,Villa,2,1367,311.74,22804.681784930504,Unfurnished,22,22,5,7,Low,No,No,"Pool, Garden",North,Broker,Under_Construction,0,15
32654,Telangana,Warangal,Locality_206,Independent House,4,1649,77.19,4681.018799272286,Semi-furnished,1,12,9,4,Medium,No,Yes,"Pool, Gym, Clubhouse, Playground",South,Owner,Under_Construction,1,27
232819,Kerala,Kochi,Locality_359,Apartment,1,2288,231.02,10097.027972027972,Furnished,15,22,1,7,Low,No,No,"Garden, Pool, Playground",East,Owner,Ready_to_Move,1,18
108121,Rajasthan,Jaipur,Locality_186,Apartment,3,2852,398.12,13959.326788218794,Semi-furnished,6,29,2,10,High,Yes,No,"Gym, Playground, Clubhouse, Garden",South,Owner,Ready_to_Move,0,18
48302,West Bengal,Durgapur,Locality_182,Apartment,1,973,263.76,27107.913669064747,Unfurnished,3,29,1,7,Low,Yes,No,"Garden, Gym, Playground, Pool",East,Broker,Under_Construction,0,5
